#'chr'	'start'	'end'	'ChIP_Bulk_mOSN_REP1.mLb.clN.bigWig'	'ChIP_Zone1_mOSN_REP1.mLb.clN.bigWig'	'ChIP_Zone1_mOSN_REP2.mLb.clN.bigWig'	'ChIP_Zone2_mOSN_REP1.mLb.clN.bigWig'	'ChIP_Zone2_mOSN_REP2.mLb.clN.bigWig'	'ChIP_Zone5_mOSN_REP1.mLb.clN.bigWig'	'ChIP_Zone5_mOSN_REP2.mLb.clN.bigWig'
chr10	130123468	130130000	0.2925779532571757	0.08797751192955984	0.08030132103547584	0.12934354634434922	0.12024151547376113	0.2851855329330129	0.1377625744657241
chr10	130159730	130166766	0.289272688477469	0.1271411767474896	0.09982647793741743	0.13924107978024083	0.11646280698499423	0.24569927461372845	0.11832564024394812
chr10	130178469	130184186	0.271675796622402	0.12433060793177197	0.09303496279290283	0.15265646341927194	0.10119177515567501	0.2155957601895353	0.09767312869618525
chr5	143134012	143147581	0.0774146879828356	0.04678662519573513	0.028862558325619528	0.04293310948197232	0.03426330212929526	0.04092136623705607	0.032441945814339394
chr3	106820758	106826287	0.2325767352178714	0.10158320546991076	0.1162709374133707	0.10485839022501767	0.18243416592994005	0.1733813372705184	0.15969459282030116
chr14	14171736	14186838	0.10611527649400941	0.06217081038057187	0.0732726505740174	0.06375045691299347	0.09477531367816824	0.08828854340229832	0.08810582819408075
chr14	14322826	14331791	0.11267707523431462	0.0680503328055273	0.057300735056162386	0.07072177923782971	0.06909977697862034	0.1249799087985002	0.07262336434518195
chr14	14401296	14410095	0.11811018474648907	0.056878968313619334	0.053375267081750416	0.06518239915417778	0.05322136198227692	0.10387075286439294	0.07646277638847784
chr14	49894256	49901999	0.10787608420305904	0.049366657835896846	0.057291822839864406	0.06317832716602899	0.056674433605302554	0.1518348732952412	0.10581648623692654
chr14	49928561	49931787	0.12081642654649277	0.05434129434706074	0.05425783667333079	0.06459811090288999	0.07752088550456786	0.16020610721286802	0.10740528636264077
chr14	49960021	49963274	0.15732713532434534	0.040161605197562684	0.0492361743480944	0.06776804154894304	0.07396142127326186	0.1498605967206638	0.08578204824584947
chr14	50034312	50040375	0.06433984651048508	0.05394427410711823	0.04169095088068073	0.05612613452165768	0.0536015313081103	0.09597196987712306	0.07069031218375504
chr14	50083568	50090953	0.06538157892405826	0.048162680908225744	0.04481415915673102	0.055768806515885117	0.05997050586668781	0.08469335768622863	0.0877742965888519
chr14	50123184	50128746	0.0831828577276837	0.060141789967129086	0.057122076702558144	0.05586182717058333	0.06275857348871582	0.09895229427369867	0.09128380697216495
chr14	50133756	50142680	0.08358730668218468	0.06424252854105798	0.06775210674993036	0.06513351416996464	0.06742298157159293	0.16993442477628098	0.12461682330507745
chr14	50144729	50152910	0.06893276739084617	0.04507589052236341	0.048505254176045225	0.05023916730412206	0.05115090768322071	0.13257446596723038	0.09107224457405186
chr14	50183294	50188198	0.15722980164514708	0.0740376041192195	0.05824667433936868	0.08755056050448633	0.08373622528061068	0.22079742918157183	0.11821120067884754
chr14	50233529	50241866	0.10168622492315232	0.06303957053737372	0.06005692804687079	0.06238114020989124	0.07580116301718445	0.17453320972486655	0.1003403562006103
chr14	50278471	50284206	0.15906317811886544	0.07325937998607068	0.0748500990270007	0.07989482393776151	0.08906582282644629	0.25045606750866295	0.11307865751103302
chr14	50295889	50301522	0.14197705710721079	0.06898912923296549	0.0790717527650083	0.07582050240156825	0.09450466556119391	0.2789384356669428	0.12996370770998344
chr14	50316504	50326761	0.21056246228644274	0.0792882767235007	0.07966607169386901	0.11798294429349024	0.09594698945395633	0.22261518731774668	0.12615108801328323
chr14	50342610	50348872	0.1819429696621439	0.057565802688499625	0.0589056895363069	0.08394443012583365	0.06696657672428802	0.21234339838312244	0.10591846651687685
chr14	50381161	50394192	0.21438851094526176	0.07645337413461883	0.06967707722943778	0.10666142637547221	0.0869809298471097	0.21734809093256705	0.10511279596027888
chr14	50407566	50415438	0.2711158115654734	0.11246320879435152	0.08981403652824904	0.14766530031889988	0.10500715457930747	0.2522430300740015	0.12040566988343718
chr14	50418624	50427888	0.20071457987168478	0.0827038108205408	0.06934093511987689	0.09959947571470944	0.07370895840513725	0.16146627240897832	0.11087219696008951
chr14	50445543	50456933	0.1403588486089619	0.06684510746849781	0.07831642283526744	0.07826153902724234	0.08906157917974973	0.21600828377144238	0.12175492092789968
chr14	50472736	50488338	0.09755528783386808	0.06266766319622832	0.07791145482471548	0.06373523464563562	0.07730523896601196	0.1565408861613494	0.12372926961443897
chr14	50503598	50517145	0.09133308588215974	0.07558082866778204	0.06703370377594371	0.06422829375107533	0.07971062515175535	0.1592562563505523	0.12530542286394772
chr14	50521837	50534955	0.08827796005140814	0.05945182218238368	0.059198265198159176	0.05897456063067571	0.06348083318364071	0.12792039430716803	0.10083143599524787
chr14	50614877	50619839	0.37900326059480144	0.16498162096453242	0.14364103562172012	0.1448492094148859	0.13703067204779962	0.20316595260030312	0.12758169592673516
chr14	50639386	50643885	0.3421006742881796	0.1416252660464792	0.10482743181651079	0.1348249690294137	0.11592510517361417	0.1972186137368642	0.11782147839468221
chr14	50680655	50693206	0.18120756691415496	0.09128973843981718	0.10253782752921452	0.09068589529760288	0.11892146600580296	0.22878822871232687	0.14298317980262318
chr14	50707371	50713797	0.5091045137189222	0.20655971904057713	0.1597995594807069	0.18007613931383407	0.18534958082289277	0.2523684000698577	0.1711007777639207
chr14	50736169	50745094	0.5523296240951215	0.18781058994682004	0.1485176641426115	0.17911517029144422	0.1743518426525146	0.28497795644986973	0.16953902115057184
chr14	51066299	51074435	0.0868472584997312	0.04804319575576426	0.03325536931246666	0.042318087167227396	0.025949986253322437	0.04545908046474722	0.025973694429706172
chr14	52033960	52042459	0.05152410566748228	0.03651388214653426	0.02980655690019694	0.03365146211920616	0.02723888642596178	0.031189514823636525	0.023895718732698044
chr14	52347493	52356408	0.27797949570703484	0.1032094934485872	0.0522144584123657	0.08067181422418225	0.06036150739469092	0.10109487583486051	0.04423090092529373
chr14	52371330	52379168	0.43596169019342496	0.15919979505925239	0.10792180698542246	0.13954273060323996	0.12690227175039587	0.1913703929123115	0.09682732214268162
chr14	52389792	52397379	0.5835726959977535	0.20278010706601757	0.14529467469479737	0.17185872478839218	0.1692794403048884	0.3026463396812581	0.14853272320108463
chr14	52409129	52414373	0.30263851640322403	0.10954588454579399	0.085123551973707	0.09958178714448125	0.09791285664998138	0.18158211552355435	0.11415972069768653
chr14	52442988	52452574	0.07485120777523997	0.06081232144818626	0.06636551454938003	0.05453361448601261	0.06673012654299393	0.10528212816110938	0.0879727948268927
chr14	52462719	52467495	0.08100866047955906	0.0661573787455467	0.07710833359260695	0.06812472138791223	0.06526271615132087	0.12719925732924714	0.10434407934507228
chr14	52488789	52495749	0.07547452825234795	0.05960619292200603	0.053689819390904614	0.05798596921167951	0.05429502502026724	0.07091595400958724	0.07957273500255022
chr1	92475923	92485113	0.14311335958316793	0.08596806724069918	0.05706702734515884	0.07913517554973755	0.06730786577258288	0.17399338538084436	0.10454553646859185
chr1	92489099	92496101	0.32194206754468707	0.12881954515598387	0.14786622682253792	0.11942876496532728	0.15460421917008918	0.32203899991522383	0.1871145028732521
chr1	92506364	92518661	0.13742352141201705	0.05657472324093224	0.07312754593496207	0.05598003310986084	0.08390237637095146	0.16023014413104555	0.13028735788559367
chr1	92571320	92574397	0.42710792168783246	0.19083940442134545	0.18248885621643313	0.14585492938467762	0.21859133805320527	0.38186839246134974	0.21973979076057668
chr1	92585777	92591375	0.2783592340562036	0.11380499028213881	0.12669658022891114	0.10431994028602022	0.1511076345607581	0.2670980567330148	0.18088333449530272
chr1	92594409	92597753	0.2272478252934497	0.0713248612682109	0.07871524410313396	0.05664494800732703	0.10109482880249372	0.22862835893392497	0.142044383147113
chr1	92605780	92614806	0.1742243320006529	0.046350875407639214	0.03249482037378009	0.06241589449519144	0.03843477141338588	0.11062727483258081	0.044231875789874274
chr1	92617786	92623412	0.14186864734348634	0.051370860430733724	0.02817803345626832	0.050878542853669106	0.03583089712560694	0.18934547903312443	0.048990344966974
chr1	172950407	172958357	0.23509010891991286	0.11497406060994485	0.06368327655748304	0.11328218208999506	0.07520587666502265	0.14992436257248953	0.08440544074350755
chr1	173128047	173137374	0.3126685793217669	0.13941278665481557	0.11363489429500546	0.13994571567545475	0.1458990065719941	0.22568183679247905	0.12906205967669537
chr1	173181851	173190640	0.4186553891091936	0.19816868996780226	0.16368595555938406	0.16260929519259035	0.18192887845669353	0.2757645530451648	0.16384144091517036
chr1	173197806	173206336	0.3928032877217224	0.16839918964381514	0.14301960279905224	0.14756229015036335	0.18987051031870036	0.24117037465928912	0.15758932081368107
chr1	173212390	173218583	0.4790079216927284	0.22364893954692971	0.14639991342434297	0.1904788693519137	0.17678066630481268	0.29501093827741354	0.16739334384685853
chr1	173265999	173273994	0.4172037270631792	0.208405628430985	0.1554380172372263	0.16108838435902226	0.16697877383678075	0.2906913366163243	0.16319923927291144
chr1	174040703	174044411	0.5125643507066393	0.21781172118655043	0.17594289887891257	0.19091431766008995	0.18646196590516484	0.24449230916058834	0.17985337909019763
chr1	174049203	174054752	0.4626780371033372	0.1716889034174309	0.14024231458064246	0.13037440379880083	0.15146023526717692	0.2665894276925625	0.13622405851516742
chr1	174051996	174052541	0.6430106193647472	0.13529335667780779	0.2013038590003591	0.07285547492290856	0.16940323663960902	0.2841623500399633	0.15233716558699215
chr1	174066603	174072273	0.4865705600160891	0.21807014315973514	0.16336213655362475	0.1657034921267676	0.19815819123167058	0.2766683285448429	0.14839409225421774
chr1	174084329	174091343	0.3046556527415196	0.13067765385192923	0.12281857484347744	0.14379667509253613	0.13713065347295833	0.2344587077111721	0.13235566111995634
chr1	174113209	174121162	0.3468675390363684	0.17830676137434226	0.14558240088009913	0.15422812520248333	0.1515182563944055	0.23360019448978828	0.12541737019751098
chr1	174131515	174138257	0.25002687372661686	0.12525795543351737	0.10442940354771588	0.132768120957721	0.10979415504961987	0.17656040892508643	0.08699253575961713
chr1	174155631	174162195	0.25247033041684047	0.14951529197831132	0.10253898571606723	0.14660421906479873	0.09835597403495702	0.21244451368433617	0.0969613852245068
chr1	174248512	174252061	0.33540366913924796	0.13549762687672356	0.09135458156943084	0.13095076291768326	0.14009309674589393	0.23703403923431232	0.1249372110768449
chr1	174424062	174434747	0.12419042713270007	0.047504864333283	0.0393671782352029	0.05262422699062041	0.04982644077231057	0.13993028341027974	0.06823311035954123
chr1	174442080	174451277	0.1268204035097433	0.0398005380370909	0.03507916258597929	0.06205538446406343	0.0438981009133253	0.15498711879287677	0.04937219042580369
chr13	21069332	21074947	0.4095373867213491	0.13630551128574614	0.1265128448797762	0.16026209321068743	0.17273541024886752	0.2740600307361219	0.17158789844740385
chr13	21111481	21119095	0.08491704257947923	0.06159375923455351	0.056609574126046475	0.05182605800577615	0.056100325263117826	0.0938067329093948	0.07570833786356213
chr13	21129637	21136296	0.07654391545654253	0.06066902235756223	0.04730692641262934	0.05425119005287009	0.05292091699497332	0.08360964448829857	0.06033548823027761
chr13	21141880	21145867	0.098316596463559	0.047968195921564864	0.039418581238992695	0.06454338728134063	0.03849871383914702	0.15323790385732805	0.07138817814283485
chr13	21535111	21542808	0.34427992087685894	0.11270315022772819	0.0657355922809297	0.10598972935997322	0.09226561898392947	0.1909392367924806	0.08857891350550137
chr13	21553892	21559893	0.22733953499052348	0.08799257246186962	0.08821173015278756	0.08181042815464915	0.10228456093569283	0.1942098519461564	0.11354625134758228
chr13	21571811	21581759	0.10025739399872369	0.055526512737026294	0.054598554591896095	0.05307995447627394	0.059972643114770824	0.14413658882212788	0.09524991971039762
chr13	21610976	21614022	0.6187319003465576	0.23416912460201914	0.14499346149335626	0.17605559453095632	0.17684065923472772	0.2643919896334548	0.15915020393205756
chr13	21636621	21642518	0.3109816658864307	0.11663202590605831	0.11739133128567839	0.137480259899023	0.11615988192376825	0.24946761257841676	0.153503293103605
chr13	21656878	21663386	0.40895263963078937	0.14872332997752907	0.11964641744803269	0.14295971928014767	0.13618543220504312	0.24969712393738197	0.13876083977703052
chr13	21673429	21677405	0.15405304296909647	0.06079573241977141	0.06441871243954321	0.09358378665365062	0.0816952426968446	0.2389046047521404	0.12026939444735539
chr13	21698109	21706833	0.0734227707693537	0.04980275451672197	0.039207641093127236	0.05310071508864253	0.033535452566555456	0.09645330563624756	0.054383822815893545
chr13	65138087	65146047	0.1536213017968607	0.08671594567272232	0.08397589343802785	0.08897507999479987	0.10476729557979432	0.18023023398281712	0.11817705136928232
chr13	65150238	65156152	0.254393125691054	0.14038872128771412	0.13086912049447358	0.12682873579636073	0.12790973241256676	0.2222507807426232	0.15313987760393388
chr6	42538065	42539020	0.05262842530940186	0.027614928150445608	0.057445304678346874	0.04383096189691069	0.023972364770112976	0.14709717733541708	0.08054692472930979
chr6	42739369	42746963	0.32986867978595363	0.15099367609542474	0.11786526071260164	0.11930196225742354	0.15125001492629198	0.2552706239041516	0.12449045252971763
chr6	42756402	42763231	0.32344051824414927	0.18683842140753004	0.15672732144746934	0.1673812729652548	0.18607312636770015	0.22640865539772975	0.1468166709251168
chr6	42785102	42791619	0.33305299217006545	0.09257153507826973	0.12767404545408936	0.10635996651948942	0.16236145904414157	0.2843568548861487	0.1537890943722179
chr6	42834382	42839668	0.34119587208501617	0.1065316357428372	0.1323652940320804	0.11848085203538516	0.17757354866415628	0.3185488593754584	0.189839817241116
chr6	42890435	42899085	0.6616226838542645	0.26011415492196344	0.196193625084291	0.21554235393010715	0.23892000183329978	0.349792503292863	0.1989894413592061
chr6	42908876	42914273	0.4252130806536005	0.1927858594055516	0.1673379190988136	0.18065119824696385	0.1880060670236416	0.2801295074162406	0.17584605697356176
chr6	42921375	42931141	0.43613593313009813	0.19923467119801735	0.18589799593712203	0.17274672440223302	0.18003880096760677	0.2722084443878517	0.17047475286929953
chr6	42949065	42956764	0.39622373866541205	0.19386500723873862	0.1457316125033852	0.1654587279044188	0.15558623894095613	0.2578569509686669	0.16083499389966002
chr6	43106367	43117803	0.2350303138780288	0.11814707556838729	0.09689812806738343	0.11681273110987621	0.10048557465996147	0.20395451474992368	0.1316405399637671
chr6	43146565	43157169	0.3006656300687669	0.153171811853927	0.10439024750477385	0.1410835445400134	0.1067624071847167	0.22880787291777616	0.1181054134274279
chr6	43163280	43169861	0.3340734651039185	0.15213352249122195	0.11309973524579306	0.16106970959681463	0.12149704473738702	0.26148042819016104	0.13893843824492091
chr6	43172138	43177460	0.2646584466644523	0.09876316548559003	0.07558965830279538	0.1128756464474868	0.1040951829043595	0.2577553689355152	0.1217128020233746
chr6	43197144	43203819	0.33578792961859466	0.15677656656615296	0.13204040102833667	0.1779737655232462	0.12280827925612396	0.25951078310188713	0.13367907499217452
chr6	43213019	43218113	0.25968934124454435	0.11693589345679642	0.07355916871479741	0.1272358785228418	0.12492282878970906	0.26138047204271014	0.12698429937711087
chr6	43231527	43236959	0.2588581080939763	0.09843977141906672	0.07158809191055512	0.12634824574708486	0.09961459005927605	0.22253586409054646	0.11683014652744429
chr6	116489089	116498221	0.1600678723200229	0.06836083519313618	0.06908694407002092	0.08126190292015772	0.08609261444552742	0.24265691610185336	0.1415344855319897
chr6	116506514	116517965	0.21143276029036157	0.10496788357827623	0.11269841996706116	0.08991180307576283	0.13141197922559278	0.2418896992564512	0.1671270327793356
chr6	116540453	116541438	0.2405988944514754	0.050403313232859986	0.06006476641230777	0.0747259653126922	0.09847458482242477	0.3174731108894203	0.1598368280883973
chr6	116554233	116560611	0.25923680618766093	0.07636998781656376	0.08342821720162841	0.11023286672741506	0.1532450829708828	0.3119245011030027	0.1605226401168596
chr6	116580082	116584195	0.2855633926815589	0.14167826045007192	0.16556992284775415	0.1219852759961271	0.18928415078250282	0.3012882619781079	0.17589804442242235
chr17	33168445	33180753	0.32123379473423075	0.10902225105319334	0.13047251788565017	0.14110597749221843	0.14690549569555386	0.2905888974693276	0.1876397455275653
chr17	33191300	33202506	0.35516737354144223	0.10757398630591425	0.11759168561591972	0.13983383473962704	0.1439781366101822	0.3006443160759939	0.1732760408856182
chr17	33264674	33273114	0.3555691118190229	0.12820846453640788	0.10885503591673258	0.13295455263648875	0.1282229867592669	0.24830045753798968	0.12599321045815035
chr17	37083869	37088499	0.14718959080402572	0.046969692267111285	0.02207456685711118	0.04749616698317418	0.032280867734360494	0.08664481588428392	0.03426095153348505
chr17	37090616	37098278	0.23897498424863037	0.08367365851516162	0.07555762247215735	0.09204468585058304	0.09438351689533425	0.21312520085538517	0.0950496782093135
chr17	37110510	37120088	0.26770722217940757	0.1145531061406927	0.07919882150105914	0.1053477155471481	0.10638801456389455	0.2458967663300138	0.10970231915968782
chr17	37140421	37152051	0.1940998104141159	0.07223554296881134	0.07406653717393842	0.09832418434075273	0.09472675351986269	0.22449988288417091	0.11272363926045503
chr17	37169706	37170646	0.2566928789914305	0.049023431872433805	0.06493303693553552	0.124641799300592	0.06136997804600507	0.28510570028360854	0.13126033525517647
chr17	37196705	37198011	0.23353105999107202	0.03851806494469252	0.033446142755933585	0.032269945107300725	0.030434572415143118	0.15156003319519995	0.04714736827113623
chr17	37207948	37213118	0.2531726169467598	0.09130244191593047	0.04524167527879772	0.11588236041095666	0.07324368745901672	0.21545957673758007	0.09268455253561426
chr17	37220144	37226673	0.25064608885016354	0.09931831589849921	0.06073740384001916	0.10929702929567983	0.0964210361269999	0.24268408827894575	0.12107405427012237
chr17	37230961	37237330	0.2461038750103888	0.07523724727278568	0.06083011987058039	0.1160900984379318	0.0922352283098604	0.2271027006667444	0.11943319672402693
chr17	37279041	37283460	0.28766871623963935	0.12232673523301422	0.08312929788051902	0.1198200141454672	0.09184915018776844	0.2671658068999301	0.11641317933967785
chr17	37297554	37304313	0.2749417145498158	0.12925840057328594	0.10051954405420804	0.1483601609529184	0.11753674898758855	0.24691892007474853	0.12757525563568733
chr17	37311793	37317054	0.34891920621626815	0.13979973179785113	0.09605241719788357	0.1630345845159675	0.1254932768362883	0.2395637119071568	0.13043939224432508
chr17	37334301	37339698	0.28941195176847456	0.11457937864367555	0.0831931548974994	0.11901468826719552	0.120713182781817	0.2016197093079287	0.1007387751293208
chr17	37359580	37363993	0.4027256999828211	0.2050644290352689	0.14679979323908607	0.17936738259176968	0.12231195916980798	0.2761708243072862	0.15117265375672573
chr17	37379031	37386208	0.32470702932943474	0.19256073339812282	0.11564670272939763	0.15829833408231775	0.11766915754898866	0.24183621843389416	0.12902214522049432
chr17	37387376	37388218	0.4635943833588138	0.12641673274957652	0.08420774333771858	0.2219465975284647	0.1181697231140032	0.2893423734325694	0.15610586896078604
chr17	37390391	37396252	0.3079415560146409	0.16650533928681593	0.11567853489867494	0.16111565665114116	0.10312605931547786	0.2231668103933323	0.1152920506189708
chr17	37399224	37407477	0.3075246566597082	0.16170748826533854	0.0958228159955133	0.16194048604430192	0.12082898739787949	0.2485691240609799	0.11497041055372544
chr17	37458914	37471590	0.20633596148223313	0.08192612448541982	0.08508568835511787	0.10307918160895717	0.09954724511899245	0.22787056685116458	0.12379046127753206
chr17	37492466	37500207	0.2453354843928887	0.10514759949126101	0.10276835765076027	0.11776028206892575	0.12424398907234105	0.2928806342104839	0.15240633571723478
chr17	37508028	37532449	0.3154788231297088	0.12134678421549815	0.10065468714505006	0.12352337977025998	0.1265698850491392	0.2609373072648328	0.14291149236454354
chr17	37561666	37569451	0.3385946535230268	0.12271427221181841	0.10449676138560608	0.129339931336366	0.12472208819693092	0.2917512509784737	0.13885373078836213
chr17	37573875	37577663	0.32837348326710236	0.13010117015214254	0.10767913910756016	0.1262189415774525	0.11328301829592308	0.2862791629357355	0.13023036209196098
chr17	37589231	37592743	0.2581642354946745	0.10269671904264173	0.08483623965454537	0.15796579103195585	0.12878218707916875	0.30495786192943125	0.14846145024011922
chr17	37609603	37627109	0.21006733795742888	0.08909022486835301	0.0912417212891627	0.11178574143513331	0.10937492876415714	0.26651633936263935	0.12955361571103619
chr17	37620575	37627199	0.1689001525457788	0.0726077493198578	0.08525409007902178	0.1136106499997381	0.10755495208334027	0.23830584165891536	0.12241473488822228
chr17	37657598	37663782	0.11468548743517194	0.06048731749450694	0.06372671810507077	0.09119402796460856	0.07919974613728012	0.2026885129239841	0.1006538937181283
chr17	37666986	37673476	0.2071789947030749	0.0850658523047079	0.07985143477744967	0.10326866822675175	0.08046756120145448	0.1918944609270202	0.10444408820150286
chr17	37696562	37702124	0.15220910165600646	0.07823543466801577	0.07225330641661996	0.10213014942924997	0.06805501289718355	0.18454038628949987	0.11331592256246725
chr17	37721806	37727220	0.2159213046901196	0.09190290434365231	0.06623614784477698	0.11662737050152835	0.10422322390746225	0.20005423613325993	0.10285063149329386
chr17	37748853	37753169	0.16825310164581234	0.06749216761288061	0.05559013936013796	0.07647772294110981	0.07224589035724127	0.1691569113123991	0.09206854006791708
chr17	37768605	37773749	0.18037683532797372	0.07123952261798472	0.0619890917224716	0.09230243539451308	0.08828980164287832	0.2047002817208388	0.11892127616841786
chr17	37793527	37798373	0.11685168409623699	0.056040732143745095	0.06311463394459309	0.07581389326469096	0.06953573234211169	0.20424945523465038	0.11784573487650789
chr17	37799886	37808617	0.10256345525846788	0.05919445339309507	0.06918580127159428	0.06421656195682666	0.07439230649680006	0.18603575008019052	0.09877924257842778
chr17	37832947	37838490	0.15978000666615177	0.06721863101287011	0.06625743601593959	0.07576400208911234	0.085659623204955	0.19215223553297678	0.10480925517226959
chr17	37847481	37852057	0.08205579160856735	0.054527789231896204	0.04876564051241858	0.06832726617556957	0.05419866334594667	0.1405207629024972	0.0851393015245308
chr17	37900435	37906795	0.0834968364327254	0.0787963169660517	0.05283909727406895	0.06696467074764229	0.0630684212156937	0.1701549325971625	0.09226623748718196
chr17	38050855	38060079	0.2660196098252419	0.10045298740189738	0.08320063854535839	0.12052295581546943	0.08946981005802208	0.21782070111871438	0.12153778345225864
chr17	38063919	38072790	0.1947319537567135	0.07893286734125486	0.07074274608749637	0.10035276624704041	0.08835067799746046	0.22559395161583604	0.11360004037214012
chr17	38081622	38088693	0.2898366838102526	0.11826360109081331	0.08272001358561945	0.12450830788028437	0.09521794094831777	0.2760088620011143	0.10282241697041555
chr17	38129861	38134526	0.3042666044996008	0.09135346638681786	0.10437305566567735	0.08789113324577366	0.09642442374704628	0.2577936529045257	0.1253622431496512
chr17	38145279	38151269	0.3378222347812666	0.13402652452943323	0.09910168917926283	0.1546538752628743	0.1219014128209734	0.24239034608551416	0.11539575497095045
chr17	38171386	38176578	0.29721525224221323	0.16747816234964802	0.09628756490587838	0.17512410883071164	0.0976980071583687	0.23428832276164052	0.1034879970750493
chr17	38204333	38210915	0.28313049621640407	0.1058237173088991	0.08317658097784152	0.15790320416884057	0.10691730624380869	0.24214738507862213	0.11665306871789533
chr17	38261033	38276410	0.14250896862344606	0.0671600976683255	0.06592040138729165	0.08073099980716622	0.08670263655102381	0.18353103716779182	0.09210932636271806
chr17	38303525	38307570	0.16443163026495672	0.05508365713790125	0.06029206717265484	0.06887139570563869	0.062225719639047605	0.14274350081756357	0.06245498917439077
chr17	38329829	38336643	0.11421066944373336	0.053497515985182105	0.04118402786273089	0.06537746330843	0.059960657444805596	0.12558479212189466	0.05810483830209168
chr7	6439834	6440896	0.24562223148996995	0.038157983988273046	0.025670254712486528	0.023757602298277086	0.03680211918081267	0.12317100486484849	0.07522370093452033
chr7	6456029	6466817	0.11447808646733604	0.06504310735686461	0.06626022780861765	0.05072932183636506	0.06025245830329601	0.18844640345794297	0.10646412594068715
chr7	6467099	6478112	0.08164560739868926	0.057590437610199864	0.053594241379164666	0.04792381630182358	0.052579384509494176	0.1161303476803001	0.07085959142882829
chr7	6478973	6486941	0.0936570345590191	0.06355833870809435	0.06287889810240958	0.051446823353542205	0.058911418921341004	0.15967190244074156	0.09459318938198447
chr7	6487514	6499755	0.10443750858326269	0.0594577533239055	0.06337121922824222	0.06310381028432885	0.057950353974187574	0.14379538329832653	0.09095190849577472
chr7	6499791	6508748	0.14096118759959506	0.09903947927498565	0.10613951108081611	0.08329367940675503	0.09605526313241916	0.16599184675371717	0.12187625286570163
chr7	6513267	6522950	0.1603818081102122	0.08258680438320809	0.0771775510125452	0.05909553062481644	0.06999245529877261	0.21366213664352307	0.11565525606972255
chr7	6564839	6570919	0.4116698688946496	0.12920335334225705	0.09247425211846963	0.13724954498638078	0.11928279534893117	0.31759986610493096	0.1598567566310865
chr7	84853551	84859612	0.10958834354038673	0.05640318825874309	0.07081819674642205	0.06987275175327325	0.08002202285694375	0.11809842044482512	0.09104198458877663
chr7	84913073	84920861	0.22539971334539188	0.11560587252110902	0.0853408791190051	0.13479393576281323	0.12117688786444553	0.19581853527475698	0.12488224589490124
chr7	86304472	86313708	0.28308998395227924	0.12960811495686658	0.09252895948287582	0.13639634308127316	0.14418680117162147	0.2675827574006931	0.14869919504441909
chr7	86318216	86325630	0.2806657436542691	0.09312704465374788	0.10194490213215385	0.145691777438103	0.13418473977753767	0.29190854629283297	0.15416160461872386
chr7	86332174	86337586	0.2836354926525575	0.07714584558322338	0.10658569927678307	0.09650888741218547	0.14351351732873857	0.2635130210685435	0.1694426475788556
chr7	86360852	86366928	0.18751398046826878	0.07505214599841141	0.06981654665816375	0.09167026690623727	0.11524629057099799	0.22163823850983463	0.12947045588818934
chr7	86391808	86397789	0.2615533882328276	0.08837224968720106	0.08751067596441958	0.11581845297403287	0.12382935594716073	0.26639494586194656	0.1260845197595668
chr7	86403844	86414024	0.24289071928741476	0.08729268072102196	0.07891027587436973	0.11136556812713591	0.1279133507672645	0.23613298025116025	0.11685587409795443
chr7	86435911	86445258	0.1946634797170139	0.10037183832564738	0.09299464384697421	0.12452755383815227	0.10104328373859157	0.22949599447571298	0.11363172456432542
chr7	86459919	86469557	0.2030706647873543	0.08433796584246087	0.08167028652208012	0.10156934150987283	0.11396808788069106	0.25358862850734276	0.1305273428514268
chr7	86486320	86492484	0.18533483029540818	0.06327911058700426	0.06043749122680854	0.10136249431317794	0.09270649325203403	0.22161988561758528	0.12608472730346237
chr7	86519966	86528497	0.1324930241190139	0.07633393041042233	0.07093910959698914	0.09494432369310875	0.09382010382428096	0.21431995441901988	0.13010664954745477
chr7	86583860	86591128	0.15433842997642017	0.06588687833566839	0.07326409725618974	0.10066070401946912	0.08398078790733216	0.20771261013722356	0.11925647321851081
chr7	86649059	86666045	0.1147455792002402	0.07322226901438342	0.06848069416845542	0.08239812147460078	0.07951719923372322	0.20954422024790975	0.11927358803871436
chr7	86688328	86697507	0.0677897721049138	0.05749992468167411	0.06430616780150346	0.0664478081151358	0.0687741018968837	0.13621988132197663	0.09999061820018672
chr7	99735143	99736095	0.6713722108417198	0.18108285201259522	0.1617293974253576	0.17343511436322406	0.17155291811179588	0.29782981106213163	0.20588541138885902
chr7	99767162	99768130	0.6709459505913672	0.19022005163748895	0.1807786978026929	0.25293605245865325	0.23622574481712885	0.2678142273721616	0.1164208340712569
chr7	102476771	102477902	0.048800695755128416	0.026378262117696605	0.033575656775253336	0.035212261448229164	0.037472867482011354	0.025158208390561546	0.05462481387253931
chr7	102484112	102488313	0.058846047259984886	0.03568743130946667	0.045215050281423565	0.03803263405695972	0.032986524718681	0.035181533614566704	0.02642644019659414
chr7	102491464	102499573	0.08569888565269478	0.06939150734007135	0.061978088431391444	0.041532759550716294	0.04334339462216019	0.056857832349975594	0.05134951574953759
chr7	102540894	102545890	0.11773900861400241	0.08054912733061872	0.10719420067112956	0.051209310201966285	0.09504276444085397	0.0668181322759665	0.0932846227246943
chr7	102549868	102555842	0.1000941839037823	0.07139857924613649	0.06649707686674744	0.06151462210341014	0.05369057369633022	0.06499232749655426	0.06282978702099766
